serveralias,country,year,survey,relpath,ext,ndir,code,surv,surveyid,folder1,folder2,filename,pos,ntoken,type
GMD,SVK,2016,EU-SILC,SVK\SVK_2016_EU-SILC\SVK_2016_EU-SILC_V01_M_V03_A_GMD\SVK_2016_EU-SILC_V01_M_V03_A_GMD_ALL.dta,dta,3,SVK,SVK_2016_EU-SILC,SVK_2016_EU-SILC_V01_M_V03_A_GMD,Data,Harmonized,SVK_2016_EU-SILC_V01_M_V03_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2016,EU-SILC,SVK\SVK_2016_EU-SILC\SVK_2016_EU-SILC_V01_M_V01_A_GMD\SVK_2016_EU-SILC_V01_M_V01_A_GMD_BIN.dta,dta,3,SVK,SVK_2016_EU-SILC,SVK_2016_EU-SILC_V01_M_V01_A_GMD,Data,Harmonized,SVK_2016_EU-SILC_V01_M_V01_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2013,EU-SILC,SVK\SVK_2013_EU-SILC\SVK_2013_EU-SILC_V01_M_V01_A_GMD\SVK_2013_EU-SILC_V01_M_V01_A_GMD_ALL.dta,dta,3,SVK,SVK_2013_EU-SILC,SVK_2013_EU-SILC_V01_M_V01_A_GMD,Data,Harmonized,SVK_2013_EU-SILC_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2013,EU-SILC,SVK\SVK_2013_EU-SILC\SVK_2013_EU-SILC_V01_M_V05_A_GMD\SVK_2013_EU-SILC_V01_M_V05_A_GMD_ALL.dta,dta,3,SVK,SVK_2013_EU-SILC,SVK_2013_EU-SILC_V01_M_V05_A_GMD,Data,Harmonized,SVK_2013_EU-SILC_V01_M_V05_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2013,EU-SILC,SVK\SVK_2013_EU-SILC\SVK_2013_EU-SILC_V01_M_V04_A_GMD\SVK_2013_EU-SILC_V01_M_V04_A_GMD_BIN.dta,dta,3,SVK,SVK_2013_EU-SILC,SVK_2013_EU-SILC_V01_M_V04_A_GMD,Data,Harmonized,SVK_2013_EU-SILC_V01_M_V04_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2005,HBS,SVK\SVK_2005_HBS\SVK_2005_HBS_V01_M_V01_A_GMD\SVK_2005_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,SVK,SVK_2005_HBS,SVK_2005_HBS_V01_M_V01_A_GMD,Data,Harmonized,SVK_2005_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2008,EU-SILC,SVK\SVK_2008_EU-SILC\SVK_2008_EU-SILC_V01_M_V09_A_GMD\SVK_2008_EU-SILC_V01_M_V09_A_GMD_ALL.dta,dta,3,SVK,SVK_2008_EU-SILC,SVK_2008_EU-SILC_V01_M_V09_A_GMD,Data,Harmonized,SVK_2008_EU-SILC_V01_M_V09_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2008,EU-SILC,SVK\SVK_2008_EU-SILC\SVK_2008_EU-SILC_V01_M_V06_A_GMD\SVK_2008_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,dta,3,SVK,SVK_2008_EU-SILC,SVK_2008_EU-SILC_V01_M_V06_A_GMD,Data,Harmonized,SVK_2008_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2008,EU-SILC,SVK\SVK_2008_EU-SILC\SVK_2008_EU-SILC_V01_M_V08_A_GMD\SVK_2008_EU-SILC_V01_M_V08_A_GMD_BIN.dta,dta,3,SVK,SVK_2008_EU-SILC,SVK_2008_EU-SILC_V01_M_V08_A_GMD,Data,Harmonized,SVK_2008_EU-SILC_V01_M_V08_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2008,EU-SILC,SVK\SVK_2008_EU-SILC\SVK_2008_EU-SILC_V01_M_V07_A_GMD\SVK_2008_EU-SILC_V01_M_V07_A_GMD_ALL.dta,dta,3,SVK,SVK_2008_EU-SILC,SVK_2008_EU-SILC_V01_M_V07_A_GMD,Data,Harmonized,SVK_2008_EU-SILC_V01_M_V07_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2010,EU-SILC,SVK\SVK_2010_EU-SILC\SVK_2010_EU-SILC_V01_M_V06_A_GMD\SVK_2010_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,dta,3,SVK,SVK_2010_EU-SILC,SVK_2010_EU-SILC_V01_M_V06_A_GMD,Data,Harmonized,SVK_2010_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2010,EU-SILC,SVK\SVK_2010_EU-SILC\SVK_2010_EU-SILC_V01_M_V07_A_GMD\SVK_2010_EU-SILC_V01_M_V07_A_GMD_BIN.dta,dta,3,SVK,SVK_2010_EU-SILC,SVK_2010_EU-SILC_V01_M_V07_A_GMD,Data,Harmonized,SVK_2010_EU-SILC_V01_M_V07_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2010,EU-SILC,SVK\SVK_2010_EU-SILC\SVK_2010_EU-SILC_V01_M_V05_A_GMD\SVK_2010_EU-SILC_V01_M_V05_A_GMD_GPWG.dta,dta,3,SVK,SVK_2010_EU-SILC,SVK_2010_EU-SILC_V01_M_V05_A_GMD,Data,Harmonized,SVK_2010_EU-SILC_V01_M_V05_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2010,EU-SILC,SVK\SVK_2010_EU-SILC\SVK_2010_EU-SILC_V01_M_V08_A_GMD\SVK_2010_EU-SILC_V01_M_V08_A_GMD_ALL.dta,dta,3,SVK,SVK_2010_EU-SILC,SVK_2010_EU-SILC_V01_M_V08_A_GMD,Data,Harmonized,SVK_2010_EU-SILC_V01_M_V08_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,1996,MC-LIS,SVK\SVK_1996_MC-LIS\SVK_1996_MC-LIS_V01_M_V01_A_GMD\SVK_1996_MC-LIS_V01_M_V01_A_GMD_BIN.dta,dta,3,SVK,SVK_1996_MC-LIS,SVK_1996_MC-LIS_V01_M_V01_A_GMD,Data,Harmonized,SVK_1996_MC-LIS_V01_M_V01_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2007,EU-SILC,SVK\SVK_2007_EU-SILC\SVK_2007_EU-SILC_V01_M_V06_A_GMD\SVK_2007_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,dta,3,SVK,SVK_2007_EU-SILC,SVK_2007_EU-SILC_V01_M_V06_A_GMD,Data,Harmonized,SVK_2007_EU-SILC_V01_M_V06_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2007,EU-SILC,SVK\SVK_2007_EU-SILC\SVK_2007_EU-SILC_V01_M_V08_A_GMD\SVK_2007_EU-SILC_V01_M_V08_A_GMD_ALL.dta,dta,3,SVK,SVK_2007_EU-SILC,SVK_2007_EU-SILC_V01_M_V08_A_GMD,Data,Harmonized,SVK_2007_EU-SILC_V01_M_V08_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2005,EU-SILC,SVK\SVK_2005_EU-SILC\SVK_2005_EU-SILC_V01_M_V05_A_GMD\SVK_2005_EU-SILC_V01_M_V05_A_GMD_GPWG.dta,dta,3,SVK,SVK_2005_EU-SILC,SVK_2005_EU-SILC_V01_M_V05_A_GMD,Data,Harmonized,SVK_2005_EU-SILC_V01_M_V05_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2009,HBS,SVK\SVK_2009_HBS\SVK_2009_HBS_V01_M_V01_A_GMD\SVK_2009_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,SVK,SVK_2009_HBS,SVK_2009_HBS_V01_M_V01_A_GMD,Data,Harmonized,SVK_2009_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2015,EU-SILC,SVK\SVK_2015_EU-SILC\SVK_2015_EU-SILC_V01_M_V04_A_GMD\SVK_2015_EU-SILC_V01_M_V04_A_GMD_ALL.dta,dta,3,SVK,SVK_2015_EU-SILC,SVK_2015_EU-SILC_V01_M_V04_A_GMD,Data,Harmonized,SVK_2015_EU-SILC_V01_M_V04_A_GMD_ALL.dta,4,7,Harmonized
GMD,SVK,2015,EU-SILC,SVK\SVK_2015_EU-SILC\SVK_2015_EU-SILC_V01_M_V03_A_GMD\SVK_2015_EU-SILC_V01_M_V03_A_GMD_BIN.dta,dta,3,SVK,SVK_2015_EU-SILC,SVK_2015_EU-SILC_V01_M_V03_A_GMD,Data,Harmonized,SVK_2015_EU-SILC_V01_M_V03_A_GMD_BIN.dta,4,7,Harmonized
GMD,SVK,2006,HBS,SVK\SVK_2006_HBS\SVK_2006_HBS_V01_M_V01_A_GMD\SVK_2006_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,SVK,SVK_2006_HBS,SVK_2006_HBS_V01_M_V01_A_GMD,Data,Harmonized,SVK_2006_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,SVK,2007,HBS,SVK\SVK_2007_HBS\SVK_2007_HBS_V01_M_V01_A_GMD\SVK_2007_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,SVK,SVK_2007_HBS,SVK_2007_HBS_V01_M_V01_A_GMD,Data,Harmonized,SVK_2007_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,UZB,2003,HBS,UZB\UZB_2003_HBS\UZB_2003_HBS_V01_M_V01_A_GMD\UZB_2003_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,UZB,UZB_2003_HBS,UZB_2003_HBS_V01_M_V01_A_GMD,Data,Harmonized,UZB_2003_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,UZB,2002,HBS,UZB\UZB_2002_HBS\UZB_2002_HBS_V01_M_V01_A_GMD\UZB_2002_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,UZB,UZB_2002_HBS,UZB_2002_HBS_V01_M_V01_A_GMD,Data,Harmonized,UZB_2002_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,UZB,2000,HBS,UZB\UZB_2000_HBS\UZB_2000_HBS_V01_M_V01_A_GMD\UZB_2000_HBS_V01_M_V01_A_GMD_GPWG.dta,dta,3,UZB,UZB_2000_HBS,UZB_2000_HBS_V01_M_V01_A_GMD,Data,Harmonized,UZB_2000_HBS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2000,FIES,PHL\PHL_2000_FIES\PHL_2000_FIES_V01_M_V02_A_GMD\PHL_2000_FIES_V01_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2000_FIES,PHL_2000_FIES_V01_M_V02_A_GMD,Data,Harmonized,PHL_2000_FIES_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2000,FIES,PHL\PHL_2000_FIES\PHL_2000_FIES_V01_M_V04_A_GMD\PHL_2000_FIES_V01_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2000_FIES,PHL_2000_FIES_V01_M_V04_A_GMD,Data,Harmonized,PHL_2000_FIES_V01_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2000,FIES,PHL\PHL_2000_FIES\PHL_2000_FIES_V01_M_V01_A_GMD\PHL_2000_FIES_V01_M_V01_A_GMD_GPWG.dta,dta,3,PHL,PHL_2000_FIES,PHL_2000_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2000_FIES_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2000,FIES,PHL\PHL_2000_FIES\PHL_2000_FIES_V01_M_V03_A_GMD\PHL_2000_FIES_V01_M_V03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2000_FIES,PHL_2000_FIES_V01_M_V03_A_GMD,Data,Harmonized,PHL_2000_FIES_V01_M_V03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V02_M_V01_A_GMD\PHL_2009_FIES_V02_M_V01_A_GMD_ALL.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V02_M_V01_A_GMD,Data,Harmonized,PHL_2009_FIES_V02_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V02_M_V04_A_GMD\PHL_2009_FIES_V02_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V02_M_V04_A_GMD,Data,Harmonized,PHL_2009_FIES_V02_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V02_M_V05_A_GMD\PHL_2009_FIES_v02_M_v05_A_GMD_ALL.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V02_M_V05_A_GMD,Data,Harmonized,PHL_2009_FIES_v02_M_v05_A_GMD_ALL.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V02_M_V03_A_GMD\PHL_2009_FIES_V02_M_V03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V02_M_V03_A_GMD,Data,Harmonized,PHL_2009_FIES_V02_M_V03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V01_M_V01_A_GMD\PHL_2009_FIES_V01_M_V01_A_GMD_L.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2009_FIES_V01_M_V01_A_GMD_L.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V02_M_V02_A_GMD\PHL_2009_FIES_V02_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V02_M_V02_A_GMD,Data,Harmonized,PHL_2009_FIES_V02_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2009,FIES,PHL\PHL_2009_FIES\PHL_2009_FIES_V01_M_V02_A_GMD\PHL_2009_FIES_V01_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2009_FIES,PHL_2009_FIES_V01_M_V02_A_GMD,Data,Harmonized,PHL_2009_FIES_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V01_M_V01_A_GMD\PHL_2006_FIES_V01_M_V01_A_GMD_L.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2006_FIES_V01_M_V01_A_GMD_L.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V01_M_V02_A_GMD\PHL_2006_FIES_V01_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V01_M_V02_A_GMD,Data,Harmonized,PHL_2006_FIES_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V02_M_V05_A_GMD\PHL_2006_FIES_v02_M_v05_A_GMD_GPWG.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V02_M_V05_A_GMD,Data,Harmonized,PHL_2006_FIES_v02_M_v05_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V02_M_V03_A_GMD\PHL_2006_FIES_V02_M_V03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V02_M_V03_A_GMD,Data,Harmonized,PHL_2006_FIES_V02_M_V03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V02_M_V01_A_GMD\PHL_2006_FIES_V02_M_V01_A_GMD_ALL.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V02_M_V01_A_GMD,Data,Harmonized,PHL_2006_FIES_V02_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V02_M_V04_A_GMD\PHL_2006_FIES_V02_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V02_M_V04_A_GMD,Data,Harmonized,PHL_2006_FIES_V02_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2006,FIES,PHL\PHL_2006_FIES\PHL_2006_FIES_V02_M_V02_A_GMD\PHL_2006_FIES_V02_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2006_FIES,PHL_2006_FIES_V02_M_V02_A_GMD,Data,Harmonized,PHL_2006_FIES_V02_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2003,FIES,PHL\PHL_2003_FIES\PHL_2003_FIES_V01_M_V01_A_GMD\PHL_2003_FIES_V01_M_V01_A_GMD_GPWG.dta,dta,3,PHL,PHL_2003_FIES,PHL_2003_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2003_FIES_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2003,FIES,PHL\PHL_2003_FIES\PHL_2003_FIES_V01_M_V03_A_GMD\PHL_2003_FIES_v01_M_v03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2003_FIES,PHL_2003_FIES_V01_M_V03_A_GMD,Data,Harmonized,PHL_2003_FIES_v01_M_v03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2003,FIES,PHL\PHL_2003_FIES\PHL_2003_FIES_V01_M_V04_A_GMD\PHL_2003_FIES_V01_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2003_FIES,PHL_2003_FIES_V01_M_V04_A_GMD,Data,Harmonized,PHL_2003_FIES_V01_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2003,FIES,PHL\PHL_2003_FIES\PHL_2003_FIES_V01_M_V02_A_GMD\PHL_2003_FIES_V01_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2003_FIES,PHL_2003_FIES_V01_M_V02_A_GMD,Data,Harmonized,PHL_2003_FIES_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2012,FIES,PHL\PHL_2012_FIES\PHL_2012_FIES_V01_M_V05_A_GMD\PHL_2012_FIES_v01_M_v05_A_GMD_GPWG.dta,dta,3,PHL,PHL_2012_FIES,PHL_2012_FIES_V01_M_V05_A_GMD,Data,Harmonized,PHL_2012_FIES_v01_M_v05_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2012,FIES,PHL\PHL_2012_FIES\PHL_2012_FIES_V01_M_V03_A_GMD\PHL_2012_FIES_V01_M_V03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2012_FIES,PHL_2012_FIES_V01_M_V03_A_GMD,Data,Harmonized,PHL_2012_FIES_V01_M_V03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2012,FIES,PHL\PHL_2012_FIES\PHL_2012_FIES_V01_M_V04_A_GMD\PHL_2012_FIES_V01_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2012_FIES,PHL_2012_FIES_V01_M_V04_A_GMD,Data,Harmonized,PHL_2012_FIES_V01_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2012,FIES,PHL\PHL_2012_FIES\PHL_2012_FIES_V01_M_V01_A_GMD\PHL_2012_FIES_V01_M_V01_A_GMD_GPWG.dta,dta,3,PHL,PHL_2012_FIES,PHL_2012_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2012_FIES_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2012,FIES,PHL\PHL_2012_FIES\PHL_2012_FIES_V01_M_V02_A_GMD\PHL_2012_FIES_V01_M_V02_A_GMD_GPWG.dta,dta,3,PHL,PHL_2012_FIES,PHL_2012_FIES_V01_M_V02_A_GMD,Data,Harmonized,PHL_2012_FIES_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2015,FIES,PHL\PHL_2015_FIES\PHL_2015_FIES_V01_M_V01_A_GMD\PHL_2015_FIES_V01_M_V01_A_GMD_ALL.dta,dta,3,PHL,PHL_2015_FIES,PHL_2015_FIES_V01_M_V01_A_GMD,Data,Harmonized,PHL_2015_FIES_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PHL,2015,FIES,PHL\PHL_2015_FIES\PHL_2015_FIES_V01_M_V04_A_GMD\PHL_2015_FIES_V01_M_V04_A_GMD_GPWG.dta,dta,3,PHL,PHL_2015_FIES,PHL_2015_FIES_V01_M_V04_A_GMD,Data,Harmonized,PHL_2015_FIES_V01_M_V04_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2015,FIES,PHL\PHL_2015_FIES\PHL_2015_FIES_V01_M_V03_A_GMD\PHL_2015_FIES_V01_M_V03_A_GMD_GPWG.dta,dta,3,PHL,PHL_2015_FIES,PHL_2015_FIES_V01_M_V03_A_GMD,Data,Harmonized,PHL_2015_FIES_V01_M_V03_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PHL,2015,FIES,PHL\PHL_2015_FIES\PHL_2015_FIES_V01_M_V05_A_GMD\PHL_2015_FIES_V01_M_V05_A_GMD_ALL.dta,dta,3,PHL,PHL_2015_FIES,PHL_2015_FIES_V01_M_V05_A_GMD,Data,Harmonized,PHL_2015_FIES_V01_M_V05_A_GMD_ALL.dta,4,7,Harmonized
GMD,MLI,2001,EMEP,MLI\MLI_2001_EMEP\MLI_2001_EMEP_V01_M_V01_A_GMD\MLI_2001_EMEP_V01_M_V01_A_GMD_GPWG.dta,dta,3,MLI,MLI_2001_EMEP,MLI_2001_EMEP_V01_M_V01_A_GMD,Data,Harmonized,MLI_2001_EMEP_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,MLI,2009,ELIM,MLI\MLI_2009_ELIM\MLI_2009_ELIM_V01_M_V01_A_GMD\MLI_2009_ELIM_V01_M_V01_A_GMD_ALL.dta,dta,3,MLI,MLI_2009_ELIM,MLI_2009_ELIM_V01_M_V01_A_GMD,Data,Harmonized,MLI_2009_ELIM_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,MLI,2009,ELIM,MLI\MLI_2009_ELIM\MLI_2009_ELIM_V01_M_V02_A_GMD\MLI_2009_ELIM_V01_M_V02_A_GMD_GPWG.dta,dta,3,MLI,MLI_2009_ELIM,MLI_2009_ELIM_V01_M_V02_A_GMD,Data,Harmonized,MLI_2009_ELIM_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,MLI,2006,ELIM,MLI\MLI_2006_ELIM\MLI_2006_ELIM_V01_M_V01_A_GMD\MLI_2006_ELIM_V01_M_V01_A_GMD_GPWG.dta,dta,3,MLI,MLI_2006_ELIM,MLI_2006_ELIM_V01_M_V01_A_GMD,Data,Harmonized,MLI_2006_ELIM_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,TGO,2006,QUIBB,TGO\TGO_2006_QUIBB\TGO_2006_QUIBB_V01_M_V02_A_GMD\TGO_2006_QUIBB_V01_M_V02_A_GMD_GPWG.dta,dta,3,TGO,TGO_2006_QUIBB,TGO_2006_QUIBB_V01_M_V02_A_GMD,Data,Harmonized,TGO_2006_QUIBB_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,TGO,2006,QUIBB,TGO\TGO_2006_QUIBB\TGO_2006_QUIBB_V01_M_V02_A_GPWG\TGO_2006_QUIBB_V01_M_V02_A_GPWG_SSAPOV.dta,dta,3,TGO,TGO_2006_QUIBB,TGO_2006_QUIBB_V01_M_V02_A_GPWG,Data,Harmonized,TGO_2006_QUIBB_V01_M_V02_A_GPWG_SSAPOV.dta,4,7,Harmonized
GMD,TGO,2011,QUIBB,TGO\TGO_2011_QUIBB\TGO_2011_QUIBB_V01_M_V01_A_GMD\TGO_2011_QUIBB_V01_M_V01_A_GMD_GPWG.dta,dta,3,TGO,TGO_2011_QUIBB,TGO_2011_QUIBB_V01_M_V01_A_GMD,Data,Harmonized,TGO_2011_QUIBB_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,TGO,2015,QUIBB,TGO\TGO_2015_QUIBB\TGO_2015_QUIBB_V01_M_V01_A_GPWG\TGO_2015_QUIBB_V01_M_V01_A_GPWG_SSAPOV.dta,dta,3,TGO,TGO_2015_QUIBB,TGO_2015_QUIBB_V01_M_V01_A_GPWG,Data,Harmonized,TGO_2015_QUIBB_V01_M_V01_A_GPWG_SSAPOV.dta,4,7,Harmonized
GMD,TGO,2015,QUIBB,TGO\TGO_2015_QUIBB\TGO_2015_QUIBB_V01_M_V02_A_GMD\TGO_2015_QUIBB_V01_M_V02_A_GMD_ALL.dta,dta,3,TGO,TGO_2015_QUIBB,TGO_2015_QUIBB_V01_M_V02_A_GMD,Data,Harmonized,TGO_2015_QUIBB_V01_M_V02_A_GMD_ALL.dta,4,7,Harmonized
GMD,TGO,2015,QUIBB,TGO\TGO_2015_QUIBB\TGO_2015_QUIBB_V01_M_V01_A_GMD\TGO_2015_QUIBB_V01_M_V01_A_GMD_GPWG.dta,dta,3,TGO,TGO_2015_QUIBB,TGO_2015_QUIBB_V01_M_V01_A_GMD,Data,Harmonized,TGO_2015_QUIBB_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,NOR,2000,IDS-LIS,NOR\NOR_2000_IDS-LIS\NOR_2000_IDS-LIS_V01_M_V01_A_GMD\NOR_2000_IDS-LIS_V01_M_V01_A_GMD_BIN.dta,dta,3,NOR,NOR_2000_IDS-LIS,NOR_2000_IDS-LIS_V01_M_V01_A_GMD,Data,Harmonized,NOR_2000_IDS-LIS_V01_M_V01_A_GMD_BIN.dta,4,7,Harmonized
GMD,NOR,2017,EU-SILC,NOR\NOR_2017_EU-SILC\NOR_2017_EU-SILC_V01_M_V03_A_GMD\NOR_2017_EU-SILC_V01_M_V03_A_GMD_BIN.dta,dta,3,NOR,NOR_2017_EU-SILC,NOR_2017_EU-SILC_V01_M_V03_A_GMD,Data,Harmonized,NOR_2017_EU-SILC_V01_M_V03_A_GMD_BIN.dta,4,7,Harmonized
GMD,NOR,2004,EU-SILC,NOR\NOR_2004_EU-SILC\NOR_2004_EU-SILC_V01_M_V04_A_GMD\NOR_2004_EU-SILC_V01_M_V04_A_GMD_BIN.dta,dta,3,NOR,NOR_2004_EU-SILC,NOR_2004_EU-SILC_V01_M_V04_A_GMD,Data,Harmonized,NOR_2004_EU-SILC_V01_M_V04_A_GMD_BIN.dta,4,7,Harmonized
GMD,NOR,2008,EU-SILC,NOR\NOR_2008_EU-SILC\NOR_2008_EU-SILC_V01_M_V08_A_GMD\NOR_2008_EU-SILC_V01_M_V08_A_GMD_BIN.dta,dta,3,NOR,NOR_2008_EU-SILC,NOR_2008_EU-SILC_V01_M_V08_A_GMD,Data,Harmonized,NOR_2008_EU-SILC_V01_M_V08_A_GMD_BIN.dta,4,7,Harmonized
GMD,NOR,2008,EU-SILC,NOR\NOR_2008_EU-SILC\NOR_2008_EU-SILC_V01_M_V07_A_GMD\NOR_2008_EU-SILC_V01_M_V07_A_GMD_GPWG.dta,dta,3,NOR,NOR_2008_EU-SILC,NOR_2008_EU-SILC_V01_M_V07_A_GMD,Data,Harmonized,NOR_2008_EU-SILC_V01_M_V07_A_GMD_GPWG.dta,4,7,Harmonized
