iso3c,date,iso2c,country,NY.GDP.DEFL.ZS.AD,PA.NUS.PPP,region_iso3c,ratio,multiplier,PPP,check
ARE,2011,AE,United Arab Emirates,113.165389424771,2.12660837173462,MEA,1,1,2.12660837173462,1
ARG,1990,AR,Argentina,21.3737192720664,0.293642788482796,LCN,0.06971949643514627,0.10743836603631413,0.2936427884827956,1.0000000000000013
ARG,1991,AR,Argentina,51.4043032582069,0.68311655811598,LCN,0.16767704731883318,0.24993948325971463,0.6831165581159792,1.0000000000000013
ARG,1992,AR,Argentina,59.6659995549347,0.77523999790667,LCN,0.1946260915247594,0.28364571488861223,0.7752399979066692,1.000000000000001
ARG,1993,AR,Argentina,57.5412362845475,0.730329409989933,LCN,0.18769527039018538,0.2672137765854954,0.7303294099899319,1.0000000000000016
ARG,1994,AR,Argentina,59.1807815825586,0.735434660529603,LCN,0.19304334627276407,0.2690816916091274,0.7354346605296025,1.0000000000000007
ARG,1995,AR,Argentina,61.0539263429107,0.743129894990779,LCN,0.19915340637880077,0.2718972329716338,0.743129894990778,1.0000000000000013
ARG,1996,AR,Argentina,61.0219490458007,0.72938540524516,LCN,0.19904909879323332,0.2668683830281297,0.7293854052451597,1.0000000000000004
ARG,1997,AR,Argentina,60.7388602112848,0.713694801177804,LCN,0.19812568388646717,0.26112748650610157,0.7136948011778033,1.000000000000001
ARG,1998,AR,Argentina,59.7030928042514,0.69371638944958,LCN,0.1947470869692389,0.2538177619146294,0.6937163894495789,1.0000000000000016
ARG,1999,AR,Argentina,58.606610642948,0.671283863510043,LCN,0.19117044299992736,0.24561012315236402,0.671283863510042,1.0000000000000016
ARG,2000,AR,Argentina,59.2145294553234,0.663416498388059,LCN,0.19315342934557742,0.24273160242286015,0.6634164983880579,1.0000000000000018
ARG,2001,AR,Argentina,58.5656757569869,0.642063804363168,LCN,0.191036916419948,0.23491905382134046,0.6420638043631673,1.000000000000001
ARG,2002,AR,Argentina,76.4605374900815,0.825195079436477,LCN,0.24940863605034744,0.30192333840017255,0.8251950794364757,1.0000000000000016
ARG,2003,AR,Argentina,84.485608433721,0.895180745640988,LCN,0.27558582580028923,0.32752977560173213,0.8951807456409868,1.0000000000000013
ARG,2004,AR,Argentina,100,1.03178803456852,LCN,0.32619262725258874,0.377511809851093,1.0317880345685209,0.9999999999999991
ARG,2005,AR,Argentina,110.317511084538,1.10385832891341,LCN,0.3598475877263203,0.4038809732287414,1.1038583289134098,1.0000000000000002
ARG,2006,AR,Argentina,125.47629818382,1.21866090817435,LCN,0.40929443362509477,0.44588507486623896,1.2186609081743471,1.0000000000000024
ARG,2007,AR,Argentina,144.222363056105,1.36408481218919,LCN,0.4704427151384758,0.49909294252988423,1.3640848121891889,1.0000000000000009
ARG,2008,AR,Argentina,177.640364739783,1.64810141072845,LCN,0.5794497728057795,0.6030092669590054,1.6481014107284497,1.0000000000000002
ARG,2009,AR,Argentina,204.957277170641,1.88715394905988,LCN,0.6685555271482841,0.69047408858076,1.887153949059881,0.9999999999999996
ARG,2010,AR,Argentina,247.824346395484,2.25557148369807,LCN,0.8083847464789855,0.8252711259783715,2.2555714836980716,0.9999999999999992
ARG,2011,AR,Argentina,306.567321408416,2.73312783241272,LCN,1,1,2.73312783241272,1
ATG,1990,AG,Antigua and Barbuda,76.2642612802513,1.75865160976358,LCN,0.674736681384329,1.0397752459404335,1.7586516097635814,0.9999999999999992
ATG,1991,AG,Antigua and Barbuda,78.2518374882665,1.74545793558031,LCN,0.6923214655555997,1.031974692526325,1.7454579355803101,0.9999999999999999
ATG,1992,AG,Antigua and Barbuda,80.1780927585575,1.74857586551516,LCN,0.7093637218727377,1.0338181198127931,1.748575865515156,1.0000000000000022
ATG,1993,AG,Antigua and Barbuda,81.6316164126503,1.73907176803395,LCN,0.7222235556954534,1.0281989708914814,1.7390717680339467,1.000000000000002
ATG,1994,AG,Antigua and Barbuda,84.2808293522831,1.75797099586446,LCN,0.7456620722058223,1.0393728436224186,1.7579709958644598,1.0000000000000002
ATG,1995,AG,Antigua and Barbuda,86.3062144643564,1.76324519816358,LCN,0.7635813650187908,1.0424911332041988,1.7632451981635797,1.0000000000000002
ATG,1996,AG,Antigua and Barbuda,88.875665143071,1.78309041496671,LCN,0.7863141968174979,1.0542243071129234,1.7830904149667084,1.0000000000000009
ATG,1997,AG,Antigua and Barbuda,90.4997589198799,1.78489562468294,LCN,0.8006831243705239,1.0552916091107978,1.784895624682937,1.0000000000000016
ATG,1998,AG,Antigua and Barbuda,92.4094136251047,1.8022741242377,LCN,0.8175785096632288,1.065566375044146,1.8022741242376976,1.0000000000000013
ATG,1999,AG,Antigua and Barbuda,93.7988964529581,1.80333677032415,LCN,0.8298717518236833,1.0661946479151088,1.8033367703241507,0.9999999999999997
ATG,2000,AG,Antigua and Barbuda,92.6783088769624,1.74283227173851,LCN,0.8199575203142563,1.030422309864681,1.7428322717385056,1.0000000000000024
ATG,2001,AG,Antigua and Barbuda,94.0535294543465,1.73073124438726,LCN,0.8321245793400528,1.0232677667929213,1.7307312443872602,0.9999999999999999
ATG,2002,AG,Antigua and Barbuda,94.7133111893931,1.71573341810317,LCN,0.8379618998735516,1.0144005366794973,1.7157334181031647,1.000000000000003
ATG,2003,AG,Antigua and Barbuda,93.8011232326845,1.66822852417694,LCN,0.8298914529253205,0.9863140114738819,1.668228524176934,1.0000000000000036
ATG,2004,AG,Antigua and Barbuda,95.3407982949343,1.6511585530309,LCN,0.8435134984873308,0.9762216581345258,1.6511585530309019,0.9999999999999989
ATG,2005,AG,Antigua and Barbuda,99.5933940589949,1.67270334076147,LCN,0.8811377054873445,0.988959676760226,1.6727033407614704,0.9999999999999998
ATG,2006,AG,Antigua and Barbuda,100,1.63019925372022,LCN,0.8847350909292195,0.9638298003757085,1.6301992537202183,1.0000000000000009
ATG,2007,AG,Antigua and Barbuda,103.738825164669,1.64690898569265,LCN,0.9178137891495384,0.9737091679404807,1.6469089856926489,1.0000000000000007
ATG,2008,AG,Antigua and Barbuda,108.282807406701,1.68624738562211,LCN,0.9580159945703878,0.9969673813549385,1.6862473856221123,0.9999999999999987
ATG,2009,AG,Antigua and Barbuda,110.218914456014,1.70341169283532,LCN,0.9751454130336142,1.007115509417895,1.7034116928353156,1.0000000000000027
ATG,2010,AG,Antigua and Barbuda,111.89201474822,1.70935090872684,LCN,0.9899479184252,1.0106269778804489,1.7093509087268413,0.9999999999999992
ATG,2011,AG,Antigua and Barbuda,113.028183266668,1.69137668609619,LCN,1,1,1.69137668609619,1
BDI,1990,BI,Burundi,17.9814889935963,71.1482535912477,SSF,0.10004117848420593,0.15416434860065983,71.14825359124765,1.0000000000000007
BDI,1991,BI,Burundi,18.7174966547197,71.6378352252886,SSF,0.10413600477019432,0.15522517623716625,71.63783522528855,1.0000000000000007
BDI,1992,BI,Burundi,19.7285710329533,73.8251325234836,SSF,0.10976118254994865,0.15996462163676048,73.82513252348348,1.0000000000000018
BDI,1993,BI,Burundi,21.2560843849332,77.700215085213,SSF,0.11825960200435814,0.1683611675637329,77.70021508521289,1.0000000000000016
BDI,1994,BI,Burundi,22.6671579530102,81.1259550854054,SSF,0.12611020118046692,0.1757840760533639,81.12595508540532,1.0000000000000009
BDI,1995,BI,Burundi,26.3171850583998,92.2550020520079,SSF,0.14641736335443994,0.19989854393628997,92.25500205200781,1.0000000000000009
BDI,1996,BI,Burundi,30.1208371338266,103.690122153009,SSF,0.1675792279978578,0.22467621243212033,103.6901221530093,0.9999999999999971
BDI,1997,BI,Burundi,39.8793224629887,134.956255762831,SSF,0.22187119307916336,0.29242380816245706,134.95625576283078,1.0000000000000018
BDI,1998,BI,Burundi,44.4457266159502,148.735449536186,SSF,0.24727667830122307,0.3222806257944898,148.73544953618548,1.0000000000000033
BDI,1999,BI,Burundi,51.092202914069,168.544111631618,SSF,0.284254779606846,0.3652021218882255,168.54411163161748,1.000000000000003
BDI,2000,BI,Burundi,57.82556042001,186.585198906418,SSF,0.32171625013855243,0.40429362909156424,186.5851989064177,1.0000000000000016
BDI,2001,BI,Burundi,65.75714951698,207.62390837943,SSF,0.36584415972356726,0.44988039724948975,207.62390837943016,0.9999999999999992
BDI,2002,BI,Burundi,66.4330400161365,206.491777965484,SSF,0.36960452028580854,0.4474272920924791,206.4917779654841,0.9999999999999996
BDI,2003,BI,Burundi,74.3689639936029,226.944196939676,SSF,0.41375654725918887,0.49174368342062746,226.94419693967598,1.0000000000000002
BDI,2004,BI,Burundi,84.1456264933397,250.046851022795,SSF,0.4681496422061273,0.5418026158314226,250.04685102279475,1.000000000000001
BDI,2005,BI,Burundi,100,288.182920381126,SSF,0.5563564759282912,0.6244360185371772,288.182920381126,1
BDI,2006,BI,Burundi,102.845666333767,287.677922068056,SSF,0.5721885248595151,0.623341785972789,287.6779220680558,1.0000000000000007
BDI,2007,BI,Burundi,111.354470401982,303.33028793532,SSF,0.6195278073170791,0.6572574011310898,303.33028793531975,1.0000000000000007
BDI,2008,BI,Burundi,138.319843726591,369.595026735608,SSF,0.7695514080667811,0.8008401284181014,369.5950267356077,1.0000000000000007
BDI,2009,BI,Burundi,152.78643242531,405.161464006527,SSF,0.8500372111380148,0.877905641022503,405.16146400652667,1.0000000000000009
BDI,2010,BI,Burundi,165.867321899911,434.783258120697,SSF,0.9228135868389795,0.942090274706268,434.78325812069653,1.000000000000001
BDI,2011,BI,Burundi,179.740875367988,461.509124755859,SSF,1,1,461.509124755859,1
BEN,1990,BJ,Benin,23.0637251412278,86.0706297410481,SSF,0.2533798509834844,0.3904606109929832,86.07062974104797,1.0000000000000016
BEN,1991,BJ,Benin,23.2382299335079,83.8850693780964,SSF,0.25529697399778867,0.3805457859562942,83.88506937809635,1.0000000000000007
BEN,1992,BJ,Benin,23.941217636447,84.49709416437,SSF,0.26302005074810625,0.3833222449262145,84.4970941643699,1.000000000000001
BEN,1993,BJ,Benin,24.5106168398246,84.5045571888804,SSF,0.26927551400993777,0.3833561010408839,84.5045571888803,1.000000000000001
BEN,1994,BJ,Benin,32.722648175118,110.45824244564,SSF,0.35949351926568274,0.5010953558059833,110.45824244563953,1.0000000000000042
BEN,1995,BJ,Benin,37.6635887003,124.525737054339,SSF,0.41377507033008404,0.5649127410926813,124.52573705433872,1.0000000000000022
BEN,1996,BJ,Benin,40.2651233765154,130.73332783918,SSF,0.44235572954933167,0.5930735631749162,130.73332783918008,0.9999999999999993
BEN,1997,BJ,Benin,41.741850469724,133.230568606108,SSF,0.45857916650625297,0.6044023307067062,133.2305686061076,1.0000000000000029
BEN,1998,BJ,Benin,43.9256191007492,138.640241117614,SSF,0.4825702159539623,0.6289433854250209,138.64024111761432,0.9999999999999978
BEN,1999,BJ,Benin,65.1603805742239,202.735359781488,SSF,0.7158569319927758,0.9197117842442095,202.73535978148766,1.0000000000000018
BEN,2000,BJ,Benin,67.9890289655435,206.910777126915,SSF,0.74693267988209,0.9386536232054336,206.91077712691452,1.0000000000000024
BEN,2001,BJ,Benin,69.3286070003708,206.458986602368,SSF,0.7616493867786075,0.936604069196289,206.4589866023678,1.0000000000000009
BEN,2002,BJ,Benin,71.7926935395801,210.4678762601,SSF,0.7887200302367712,0.9547904529821484,210.4678762600993,1.0000000000000033
BEN,2003,BJ,Benin,73.9907733987081,212.956966303371,SSF,0.8128683039325962,0.9660822446425126,212.9569663033706,1.0000000000000018
BEN,2004,BJ,Benin,74.560288523362,208.970198486273,SSF,0.8191250407144484,0.9479962168948978,208.97019848627252,1.0000000000000022
BEN,2005,BJ,Benin,77.761656890837,211.358966994087,SSF,0.8542955188105498,0.9588328985119402,211.35896699408713,0.9999999999999994
BEN,2006,BJ,Benin,79.3902325471868,209.447193221692,SSF,0.8721871757130858,0.9501601101578204,209.4471932216916,1.000000000000002
BEN,2007,BJ,Benin,79.6999761102808,204.763830726423,SSF,0.8755900422222586,0.9289139709474309,204.763830726423,1
BEN,2008,BJ,Benin,84.8279938811868,213.780338031862,SSF,0.9319268382374947,0.9698174819603799,213.780338031862,1
BEN,2009,BJ,Benin,86.9823637072546,217.551198769,SSF,0.9555949101621203,0.9869240442316439,217.55119876899948,1.0000000000000024
BEN,2010,BJ,Benin,87.7485788849948,216.939685239767,SSF,0.9640126087935548,0.9841499045864118,216.93968523976662,1.0000000000000018
BEN,2011,BJ,Benin,91.0243062015658,220.433578491211,SSF,1,1,220.433578491211,1
BFA,1990,BF,Burkina Faso,46.9449484957816,162.453000838609,SSF,0.4724895755852345,0.7281106514773787,162.45300083860914,0.9999999999999991
BFA,1991,BF,Burkina Faso,45.0822758665633,150.904016795338,SSF,0.45374222516237334,0.6763483679108111,150.9040167953381,0.9999999999999994
BFA,1992,BF,Burkina Faso,45.1846395105178,147.876684722405,SSF,0.4547724905314314,0.6627799344778623,147.87668472240532,0.9999999999999979
BFA,1993,BF,Burkina Faso,44.5331494039776,142.371363232359,SSF,0.44821539985819703,0.638105208889427,142.37136323235833,1.0000000000000047
BFA,1994,BF,Burkina Faso,51.0523401710061,159.800702599534,SSF,0.5138294814020135,0.7162231111500448,159.80070259953388,1.0000000000000007
BFA,1995,BF,Burkina Faso,54.5083635822639,167.114414188809,SSF,0.5486135228616513,0.7490029999947891,167.11441418880904,0.9999999999999998
BFA,1996,BF,Burkina Faso,54.6984370540416,164.681776628345,SSF,0.5505265664773734,0.7380999738283632,164.68177662834503,0.9999999999999998
BFA,1997,BF,Burkina Faso,55.5496540492635,164.409491602571,SSF,0.5590938600774393,0.7368795985414783,164.4094916025712,0.9999999999999988
BFA,1998,BF,Burkina Faso,59.9604721357594,175.488960713866,SSF,0.6034876794861324,0.7865375268715473,175.4889607138659,1.0000000000000004
BFA,1999,BF,Burkina Faso,70.3822329619223,203.059015182007,SSF,0.7083801867182365,0.9101058833588977,203.0590151820071,0.9999999999999994
BFA,2000,BF,Burkina Faso,69.8052582883727,196.990714805869,SSF,0.7025730758923854,0.8829078992193476,196.99071480586835,1.0000000000000033
BFA,2001,BF,Burkina Faso,72.5706305341548,200.399003681927,SSF,0.7304058800728433,0.8981837723713325,200.39900368192662,1.000000000000002
BFA,2002,BF,Burkina Faso,74.7891046177682,203.309302026372,SSF,0.7527342862549808,0.9112276632975009,203.30930202637185,1.0000000000000007
BFA,2003,BF,Burkina Faso,75.8995200023483,202.566049425357,SSF,0.7639103490816491,0.9078964220600739,202.5660494253568,1.0000000000000009
BFA,2004,BF,Burkina Faso,75.9683218485245,197.434321943746,SSF,0.7646028230568245,0.8848961363124925,197.43432194374586,1.0000000000000007
BFA,2005,BF,Burkina Faso,78.8090701810659,198.629943916244,SSF,0.793194269357113,0.8902548867746084,198.62994391624363,1.0000000000000018
BFA,2006,BF,Burkina Faso,78.2867025254096,191.517655181692,SSF,0.7879367649859519,0.8583777705792931,191.51765518169145,1.0000000000000029
BFA,2007,BF,Burkina Faso,80.2378805171492,191.155961705392,SSF,0.8075749005201965,0.8567566686525551,191.15596170539155,1.0000000000000024
BFA,2008,BF,Burkina Faso,87.5875102474524,204.684091082558,SSF,0.8815471497876897,0.9173894365499236,204.68409108255727,1.0000000000000036
BFA,2009,BF,Burkina Faso,89.6944320724992,208.021921769147,SSF,0.9027528094125391,0.9323495177007052,208.0219217691464,1.000000000000003
BFA,2010,BF,Burkina Faso,93.0845396254374,213.397738966616,SSF,0.9368734236681923,0.9564438079980028,213.39773896661555,1.0000000000000022
BFA,2011,BF,Burkina Faso,99.356580380921,223.115814208984,SSF,1,1,223.115814208984,1
BGD,1990,BD,Bangladesh,53.1903449861217,13.5418960685815,SAS,0.3753886669119592,0.57847728488813,13.541896068581497,1.0000000000000002
BGD,1991,BD,Bangladesh,54.6421924713047,13.4564617944788,SAS,0.38563502068470745,0.5748277378329008,13.456461794478809,0.9999999999999993
BGD,1992,BD,Bangladesh,56.0531423460142,13.4963597506338,SAS,0.39559274125758564,0.5765320827216996,13.496359750633813,0.9999999999999991
BGD,1993,BD,Bangladesh,56.1403151687695,13.2044974883702,SAS,0.3962079598603904,0.5640644276621334,13.204497488370185,1.000000000000001
BGD,1994,BD,Bangladesh,58.3669615088875,13.4411959807856,SAS,0.4119224246099494,0.5741756189263523,13.441195980785633,0.9999999999999977
BGD,1995,BD,Bangladesh,62.5372451317855,14.1057866495889,SAS,0.44135402935424867,0.6025653365629571,14.10578664958886,1.0000000000000029
BGD,1996,BD,Bangladesh,65.1853870383857,14.4387192910503,SAS,0.46004318168766023,0.6167874196086317,14.438719291050322,0.9999999999999984
BGD,1997,BD,Bangladesh,67.6625831070832,14.7333633495502,SAS,0.4775258908174944,0.6293739063240987,14.733363349550213,0.999999999999999
BGD,1998,BD,Bangladesh,70.8672268676628,15.2594188779119,SAS,0.5001425320429947,0.651845735394852,15.259418877911918,0.9999999999999989
BGD,1999,BD,Bangladesh,73.5467434588277,15.61099123895,SAS,0.5190531099192676,0.6668640625054014,15.610991238950001,0.9999999999999999
BGD,2000,BD,Bangladesh,76.0816491685812,15.7959348468674,SAS,0.5369431024617141,0.6747644093714251,15.79593484686734,1.0000000000000038
