iso3c,date,iso2c,country,NY.GDP.DEFL.ZS.AD,PA.NUS.PPP,region_iso3c,ratio,multiplier,PPP,check
ABW,1990,AW,Aruba,66.8855857243835,0.94513143492128,LCN,0.470719766316212,0.7253833596037694,0.9451314349212788,1.0000000000000013
ABW,1991,AW,Aruba,70.6392895927602,0.965521820349734,LCN,0.49713715638024775,0.7410328721892221,0.9655218203497324,1.0000000000000016
ABW,1992,AW,Aruba,73.3183376068376,0.97981096502876,LCN,0.5159914557255952,0.7519997148844922,0.9798109650287591,1.0000000000000009
ABW,1993,AW,Aruba,77.201660692951,1.00782860022391,LCN,0.5433210651747542,0.7735031011809224,1.0078286002239103,0.9999999999999998
ABW,1994,AW,Aruba,82.0677953625322,1.04895437630969,LCN,0.577567394181535,0.8050669160337173,1.048954376309685,1.0000000000000049
ABW,1995,AW,Aruba,84.8340031151323,1.06204160374698,LCN,0.597035096419378,0.815111293625662,1.062041603746983,0.9999999999999971
ABW,1996,AW,Aruba,87.6167387261636,1.07715577119204,LCN,0.6166191165390811,0.8267113369146916,1.07715577119204,1
ABW,1997,AW,Aruba,90.8634543142894,1.09813459419794,LCN,0.6394684821592828,0.8428124722174447,1.0981345941979404,0.9999999999999996
ABW,1998,AW,Aruba,96.8324084233893,1.15724761432624,LCN,0.6814761083609234,0.8881814013977137,1.1572476143262376,1.0000000000000022
ABW,1999,AW,Aruba,98.9626032773209,1.16587273957651,LCN,0.6964677513732553,0.8948011392456745,1.1658727395765098,1.0000000000000002
ABW,2000,AW,Aruba,100,1.15233411644274,LCN,0.7037686240140206,0.8844103178526661,1.152334116442738,1.0000000000000018
ABW,2001,AW,Aruba,105.629057610248,1.19107434127492,LCN,0.7433841653026194,0.9141432347806834,1.191074341274918,1.0000000000000018
ABW,2002,AW,Aruba,110.411387109218,1.22561363485805,LCN,0.7770406998133372,0.9406519592733337,1.2256136348580478,1.0000000000000018
ABW,2003,AW,Aruba,112.727941084602,1.22851370599273,LCN,0.7933438798504393,0.9428777484758044,1.2285137059927267,1.0000000000000027
ABW,2004,AW,Aruba,115.175223554416,1.22227797447781,LCN,0.8105670860139855,0.9380918576369748,1.222277974477807,1.0000000000000024
ABW,2005,AW,Aruba,119.013777442239,1.22486029942634,LCN,0.8375816238923542,0.9400737783281536,1.224860299426338,1.0000000000000016
ABW,2006,AW,Aruba,122.519083829392,1.22389837442709,LCN,0.8622508704206965,0.9393355059970685,1.2238983744270902,0.9999999999999998
ABW,2007,AW,Aruba,129.808732752854,1.26279574927354,LCN,0.913553132344798,0.9691890347268929,1.2627957492735367,1.0000000000000027
ABW,2008,AW,Aruba,136.39377198392,1.30153919070581,LCN,0.9598965723320545,0.998924420378409,1.3015391907058111,0.9999999999999991
ABW,2009,AW,Aruba,138.749392447957,1.31400044476811,LCN,0.9764746900588004,1.0084883667276712,1.3140004447681124,0.9999999999999981
ABW,2010,AW,Aruba,137.80998389694,1.29007138606851,LCN,0.969863427425438,0.9901229411896637,1.2900713860685051,1.0000000000000038
ABW,2011,AW,Aruba,142.092154420922,1.30294060707092,LCN,1,1,1.30294060707092,1
AFG,2002,AF,Afghanistan,100,9.19029673349756,SAS,0.45696588422325823,0.5531831915869245,9.19029673349755,1.0000000000000009
AFG,2003,AF,Afghanistan,111.65523822034,10.0743573047471,SAS,0.5102263466151621,0.6063966473154523,10.074357304747137,0.9999999999999963
AFG,2004,AF,Afghanistan,124.240382550808,10.9159997755479,SAS,0.5677361626856584,0.657056868815776,10.91599977554793,0.9999999999999974
AFG,2005,AF,Afghanistan,137.798454142272,11.7414972413099,SAS,0.6296919244172142,0.7067452886785096,11.741497241309919,0.9999999999999984
AFG,2006,AF,Afghanistan,147.719600125925,12.2171401764815,SAS,0.6750281768864945,0.7353752322552997,12.217140176481509,0.9999999999999992
AFG,2007,AF,Afghanistan,180.997511515776,14.5777877016151,SAS,0.8270968789201595,0.8774675465769255,14.577787701615048,1.0000000000000036
AFG,2008,AF,Afghanistan,184.791741983155,14.5994026096872,SAS,0.8444352177248862,0.8787685931241648,14.599402609687218,0.9999999999999988
AFG,2009,AF,Afghanistan,180.793949236649,14.175491627166,SAS,0.8261666687514018,0.8532525040293368,14.175491627166013,0.9999999999999991
AFG,2010,AF,Afghanistan,187.69057005143,14.5467283976353,SAS,0.8576818730391911,0.8755980220770929,14.546728397635263,1.0000000000000027
AFG,2011,AF,Afghanistan,218.834717103615,16.6134779097919,SAS,1,1,16.6134779097919,1
AGO,1990,AO,Angola,8.28623035809941e-8,1.06300875915459e-8,SSF,1.0677277018049752e-10,1.6453779146317312e-10,1.0630087591545931e-8,0.999999999999997
AGO,1991,AO,Angola,1.70953203827309e-7,2.12135416763635e-8,SSF,2.2028288322966303e-10,3.2835376627721715e-10,2.1213541676363435e-8,1.000000000000003
AGO,1992,AO,Angola,9.85572146669812e-7,1.19574417656852e-7,SSF,1.2699655182747329e-9,1.8508324063482415e-9,1.1957441765685236e-7,0.9999999999999969
AGO,1993,AO,Angola,1.00309903780763e-5,1.18884166431354e-6,SSF,1.2925499099530024e-8,1.840148354009053e-8,1.1888416643135408e-6,0.9999999999999993
AGO,1994,AO,Angola,2.28303229991877e-4,2.64920798481334e-5,SSF,2.941816393453384e-7,4.100576097740293e-7,2.6492079848133327e-5,1.0000000000000029
AGO,1995,AO,Angola,0.0043959676185206,4.99627369441944e-4,SSF,5.664453194864679e-6,7.733481329722216e-6,4.996273694419435e-4,1.000000000000001
AGO,1996,AO,Angola,0.21542578421251601,0.0240441416908137,SSF,2.7758832128283047e-4,3.721672034556344e-4,0.024044141690813686,1.0000000000000007
AGO,1997,AO,Angola,0.421056205796417,0.0461983611785588,SSF,5.425547631635581e-4,7.150812495264285e-4,0.04619836117855872,1.0000000000000018
AGO,1998,AO,Angola,0.586781184480991,0.0636651705722782,SSF,7.561007822524421e-4,9.854412269772674e-4,0.06366517057227813,1.000000000000001
AGO,1999,AO,Angola,3.85809281937233,0.412641473463041,SSF,0.0049713710594011884,0.006387070296929156,0.41264147346304025,1.0000000000000018
AGO,2000,AO,Angola,19.985653515362,2.09082142166263,SSF,0.02575264622732805,0.032362775574667726,2.090821421662631,0.9999999999999996
AGO,2001,AO,Angola,41.240820824305,4.22185128798357,SSF,0.053141132862960724,0.06534791748689112,4.221851287983564,1.0000000000000016
AGO,2002,AO,Angola,100,10.0776642447376,SSF,0.12885566242571572,0.1559871076937537,10.077664244737592,1.0000000000000007
AGO,2003,AO,Angola,193.926858257731,19.186977222074,SSF,0.2498857378293781,0.296985592055234,19.186977222074002,0.9999999999999998
AGO,2004,AO,Angola,258.776346106944,24.9319166008394,SSF,0.33344797497716555,0.3859086257867367,24.931916600839365,1.0000000000000013
AGO,2005,AO,Angola,368.434273474669,34.4246480895591,SSF,0.4747484236891578,0.532841852879714,34.424648089559064,1.000000000000001
AGO,2006,AO,Angola,431.503212037768,39.1332409924547,SSF,0.5560163222595067,0.605723799568259,39.13324099245467,1.0000000000000009
AGO,2007,AO,Angola,450.094163436159,39.7514293798362,SSF,0.5799718158351463,0.6152924273986476,39.75142937983619,1.0000000000000004
AGO,2008,AO,Angola,537.277045500011,46.5458711689438,SSF,0.6923118960403534,0.7204601822809253,46.54587116894372,1.0000000000000018
AGO,2009,AO,Angola,447.223599061626,38.4511471952025,SSF,0.5762729310949851,0.5951660119673489,38.45114719520243,1.0000000000000018
AGO,2010,AO,Angola,588.945165873103,50.0527667954542,SSF,0.7588891948100172,0.7747416598612965,50.05276679545412,1.0000000000000016
AGO,2011,AO,Angola,776.06213120552,64.6057510375977,SSF,1,1,64.6057510375977,1
ARE,1990,AE,United Arab Emirates,40.2993652022558,1.16701719555833,MEA,0.35611033909838324,0.5487692097282684,1.167017195558327,1.0000000000000024
ARE,1991,AE,United Arab Emirates,40.6261320910667,1.13799570528045,MEA,0.35899785524154226,0.5351223668663615,1.137995705280449,1.0000000000000009
ARE,1992,AE,United Arab Emirates,41.3601756572094,1.13274313080487,MEA,0.3654843222600707,0.5326524365560181,1.1327431308048717,0.9999999999999987
ARE,1993,AE,United Arab Emirates,41.888773718055504,1.12066822799427,MEA,0.37015534458883226,0.5269744269275914,1.1206682279942697,1.0000000000000002
ARE,1994,AE,United Arab Emirates,41.7788261917873,1.09435806546038,MEA,0.3691837796357395,0.5146025380158457,1.0943580654603804,0.9999999999999996
ARE,1995,AE,United Arab Emirates,43.4113253667615,1.1137660896875199,MEA,0.38360956108068767,0.523728818380907,1.1137660896875172,1.0000000000000024
ARE,1996,AE,United Arab Emirates,45.9174802405966,1.15688143903474,MEA,0.4057555094715702,0.5440030493678075,1.1568814390347413,0.9999999999999989
ARE,1997,AE,United Arab Emirates,45.4802077521772,1.12644021449406,MEA,0.4018914968910269,0.5296886015619541,1.126440214494055,1.0000000000000044
ARE,1998,AE,United Arab Emirates,43.5452771815513,1.06651261411036,MEA,0.3847932429066478,0.5015087066738237,1.0665126141103556,1.0000000000000042
ARE,1999,AE,United Arab Emirates,47.2219692977798,1.14010147564128,MEA,0.4172827888262742,0.5361125681600375,1.1401014756412828,0.9999999999999974
ARE,2000,AE,United Arab Emirates,52.6333877734053,1.24296563370617,MEA,0.46510145938564035,0.584482620414175,1.2429656337061727,0.9999999999999979
ARE,2001,AE,United Arab Emirates,51.3968675565603,1.18771294988244,MEA,0.4541747951190272,0.5585010224114048,1.187712949882438,1.0000000000000018
ARE,2002,AE,United Arab Emirates,53.3349609652284,1.21330804175158,MEA,0.4713009979140654,0.5705366619815937,1.2133080417515822,0.9999999999999982
ARE,2003,AE,United Arab Emirates,55.5069775402609,1.23969653600471,MEA,0.4904942917830923,0.5829453849998338,1.2396965360047079,1.0000000000000018
ARE,2004,AE,United Arab Emirates,60.2258599733509,1.3098251006179,MEA,0.5321932817046263,0.6159221030196096,1.309825100617895,1.000000000000004
ARE,2005,AE,United Arab Emirates,70.1789704449369,1.48018394069882,MEA,0.6201451769102053,0.6960303365548558,1.4801839406988215,0.999999999999999
ARE,2006,AE,United Arab Emirates,78.5738836543114,1.60856721738739,MEA,0.694327868738922,0.756400303303291,1.6085672173873844,1.0000000000000036
ARE,2007,AE,United Arab Emirates,88.4223033292433,1.7628298735156,MEA,0.7813546507346562,0.8289395908272944,1.7628298735155947,1.000000000000003
ARE,2008,AE,United Arab Emirates,104.809921008246,2.04967252715022,MEA,0.9261658669757905,0.9638222788892475,2.0496725271502134,1.0000000000000033
ARE,2009,AE,United Arab Emirates,88.8966517851225,1.72531819661578,MEA,0.7855462897003359,0.8113003877664959,1.7253181966157738,1.0000000000000036
ARE,2010,AE,United Arab Emirates,100,1.91845862534713,MEA,0.8836624033930183,0.9021212607106853,1.9184586253471332,0.9999999999999983
