iso3c,date,iso2c,country,FP.CPI.TOTL,PA.NUS.PRVT.PP,region_iso3c,ratio,multiplier,PPP,check
ABW,1990,AW,Aruba,49.299594672792,1.33250929068028,LCN,0.47259724406607956,0.8136153855413258,1.3325092906802785,1.000000000000001
ABW,1991,AW,Aruba,52.0384610435028,1.34939134730788,LCN,0.4988526465141964,0.8239233819717153,1.3493913473078758,1.000000000000003
ABW,1992,AW,Aruba,54.0541059764705,1.36045268088827,LCN,0.5181750820566943,0.8306773095042,1.3604526808882744,0.9999999999999968
ABW,1993,AW,Aruba,56.8733302847083,1.39036898324002,LCN,0.5452008141609909,0.848943871727913,1.3903689832400206,0.9999999999999996
ABW,1994,AW,Aruba,60.4626514942459,1.44055465679405,LCN,0.5796088721370044,0.8795866870710349,1.4405546567940468,1.0000000000000022
ABW,1995,AW,Aruba,62.4950376641989,1.4483451718239,LCN,0.5990917930245445,0.88434348909404,1.448345171823902,0.9999999999999987
ABW,1996,AW,Aruba,64.5106825971666,1.45248322514696,LCN,0.6184142285670424,0.8868701385315899,1.4524832251469562,1.0000000000000027
ABW,1997,AW,Aruba,66.4459695926078,1.4618826836397,LCN,0.6369663344533651,0.8926093435779948,1.4618826836397,1
ABW,1998,AW,Aruba,67.6881693768789,1.46644903102013,LCN,0.6488743470551401,0.8953975046140413,1.4664490310201308,0.9999999999999994
ABW,1999,AW,Aruba,69.2317114268757,1.46777422463721,LCN,0.6636710958675839,0.8962066531304677,1.4677742246372119,0.9999999999999988
ABW,2000,AW,Aruba,72.0314565915752,1.47724681074554,LCN,0.6905100964254233,0.9019905090874223,1.4772468107455372,1.000000000000002
ABW,2001,AW,Aruba,74.1085587734806,1.47807192158481,LCN,0.7104216752797192,0.9024943126093218,1.478071921584809,1.0000000000000007
ABW,2002,AW,Aruba,76.5654403862613,1.50323191979016,LCN,0.7339739070354419,0.9178567283037087,1.5032319197901567,1.0000000000000022
ABW,2003,AW,Aruba,79.3649524114213,1.5236082133036,LCN,0.7608106726640778,0.9302982669997573,1.5236082133035995,1.0000000000000002
ABW,2004,AW,Aruba,81.3721948111764,1.5214104780524,LCN,0.7800525595922146,0.9289563542444522,1.5214104780523952,1.000000000000003
ABW,2005,AW,Aruba,84.1370484876733,1.52148463999115,LCN,0.806557082325736,0.9290016367012534,1.52148463999115,1
ABW,2006,AW,Aruba,87.1727337163219,1.52711625996027,LCN,0.8356578585579432,0.9324402413582317,1.5271162599602728,0.9999999999999981
ABW,2007,AW,Aruba,91.8735825241023,1.56482763307525,LCN,0.8807212755307083,0.9554663872851934,1.5648276330752515,0.999999999999999
ABW,2008,AW,Aruba,100.101768678965,1.64193775601414,LCN,0.959598558929488,1.002548972632148,1.6419377560141417,0.9999999999999989
ABW,2009,AW,Aruba,97.9641667608969,1.61260891639224,LCN,0.9391070157009007,0.9846411086319878,1.6126089163922412,0.9999999999999992
ABW,2010,AW,Aruba,100,1.61955971599788,LCN,0.9586229809854842,0.9888851897355972,1.6195597159978774,1.0000000000000016
ABW,2011,AW,Aruba,104.316297421952,1.63776314258575,LCN,1,1,1.63776314258575,1
AFG,2004,AF,Afghanistan,63.5233948093157,11.3593671618153,SAS,0.5681665167517514,0.676623503782096,11.359367161815324,0.9999999999999978
AFG,2005,AF,Afghanistan,71.5821433759539,12.3804110013373,SAS,0.6402456478534402,0.7374422316540874,12.380411001337297,1.0000000000000002
AFG,2006,AF,Afghanistan,76.4387030058668,12.8072182378051,SAS,0.683683731989336,0.7628651098536042,12.807218237805134,0.9999999999999973
AFG,2007,AF,Afghanistan,83.0740187275294,13.5329083306492,SAS,0.743031382291116,0.8060910190337083,13.53290833064917,1.0000000000000022
AFG,2008,AF,Afghanistan,105.021064735005,16.4756068610165,SAS,0.9393303477429621,0.9813735820346345,16.47560686101647,1.000000000000002
AFG,2009,AF,Afghanistan,97.8679108385313,15.4082100528706,SAS,0.8753510446004187,0.9177938281658374,15.408210052870555,1.0000000000000029
AFG,2010,AF,Afghanistan,100,15.4898435276216,SAS,0.8944208955728384,0.922656346202723,15.489843527621561,1.0000000000000024
AFG,2011,AF,Afghanistan,111.804185808913,16.7883129958098,SAS,1,1,16.7883129958098,1
AGO,2011,AO,Angola,105.593572802211,80.9318008422852,SSF,1,1,80.9318008422852,1
ARE,2007,AE,United Arab Emirates,86.9531235204222,2.24116408196908,MEA,0.8619687814443525,0.9351224052842129,2.2411640819690786,1.0000000000000007
ARE,2008,AE,United Arab Emirates,97.605246567666,2.4227059876281,MEA,0.9675635795503867,1.010870497467892,2.4227059876281007,0.9999999999999997
ARE,2009,AE,United Arab Emirates,99.1296581675539,2.46932371720142,MEA,0.9826751150073781,1.0303216763254375,2.4693237172014157,1.0000000000000018
ARE,2010,AE,United Arab Emirates,100,2.45080962424425,MEA,0.9913028382952875,1.0225966983655228,2.4508096242442465,1.0000000000000016
ARE,2011,AE,United Arab Emirates,100.877346595685,2.396653175354,MEA,1,1,2.396653175354,1
ATG,1998,AG,Antigua and Barbuda,79.5693807339448,2.33690090973662,LCN,0.769107680126681,1.0613104073081867,2.3369009097366202,0.9999999999999998
ATG,1999,AG,Antigua and Barbuda,80.4615825688071,2.3125060357778,LCN,0.7777315914489288,1.0502314036972078,2.312506035777796,1.0000000000000018
ATG,2000,AG,Antigua and Barbuda,81.0825688073393,2.25423131605152,LCN,0.7837339667458417,1.0237657686885622,2.2542313160515226,0.9999999999999988
ATG,2001,AG,Antigua and Barbuda,82.2199923547401,2.22302704870021,LCN,0.7947281604645029,1.0095942590818043,2.2230270487002115,0.9999999999999994
ATG,2002,AG,Antigua and Barbuda,84.1995685889035,2.24100686001593,LCN,0.813862496700977,1.0177598431642547,2.2410068600159296,1.0000000000000002
ATG,2003,AG,Antigua and Barbuda,85.8781127129751,2.23494660587484,LCN,0.8300870942201108,1.0150075609583318,2.2349466058748377,1.0000000000000009
ATG,2004,AG,Antigua and Barbuda,87.621505024028,2.2208600749832,LCN,0.8469385062021645,1.0086101216078331,2.2208600749831984,1.0000000000000009
ATG,2005,AG,Antigua and Barbuda,89.4604630843163,2.19306526683315,LCN,0.8647136447611508,0.9959870279045996,2.1930652668331536,0.9999999999999983
ATG,2006,AG,Antigua and Barbuda,91.0598241590214,2.162511165548,LCN,0.880172868830826,0.982110793125122,2.1625111655480014,0.9999999999999993
ATG,2007,AG,Antigua and Barbuda,92.3492791612058,2.13230576133045,LCN,0.8926365795724468,0.9683929201423727,2.13230576133045,1
ATG,2008,AG,Antigua and Barbuda,97.2750109217999,2.16299911694243,LCN,0.9402480865663763,0.9823323976831124,2.1629991169424323,0.999999999999999
ATG,2009,AG,Antigua and Barbuda,96.7398427260813,2.15877460359873,LCN,0.9350752177355507,0.9804138225484955,2.158774603598729,1.0000000000000004
ATG,2010,AG,Antigua and Barbuda,100,2.19551840056141,LCN,0.9665874901029295,0.9971011257875989,2.1955184005614092,1.0000000000000004
ATG,2011,AG,Antigua and Barbuda,103.456749672346,2.20190143585205,LCN,1,1,2.20190143585205,1
BDI,1990,BI,Burundi,10.4849130752725,81.7141153900538,SSF,0.09567210369353951,0.16470746816561008,81.71411539005379,1.0000000000000002
BDI,1991,BI,Burundi,11.4282342810669,85.4472250979041,SSF,0.10427966424927936,0.17223212954668798,85.4472250979041,1
BDI,1992,BI,Burundi,11.636609086125,84.4474517977754,SSF,0.10618103012742439,0.17021693145982456,84.4474517977754,1
BDI,1993,BI,Burundi,12.7629568098098,89.9659277616827,SSF,0.11645866003639277,0.1813402753253151,89.96592776168266,1.0000000000000004
BDI,1994,BI,Burundi,14.6586151711817,100.702638090259,SSF,0.13375604934374133,0.20298177956489583,100.70263809025946,0.9999999999999954
BDI,1995,BI,Burundi,17.482341391462,116.823843577374,SSF,0.15952181638533428,0.23547656858495083,116.8238435773743,0.9999999999999974
BDI,1996,BI,Burundi,22.1041098052967,143.50197213712,SSF,0.20169425060214607,0.28925047275680277,143.50197213712022,0.9999999999999984
BDI,1997,BI,Burundi,28.9810497839288,183.849877034032,SSF,0.26444453856415073,0.37057793043819676,183.84987703403192,1.0000000000000004
BDI,1998,BI,Burundi,32.6038000510269,203.670334817146,SSF,0.2975011921311714,0.4105291359766403,203.6703348171463,0.9999999999999984
BDI,1999,BI,Burundi,33.7075770120067,206.056859639626,SSF,0.3075728697032484,0.4153395467526573,206.056859639626,1
BDI,2000,BI,Burundi,41.943020388257,248.025262366219,SSF,0.38271914769319865,0.49993336904462776,248.02526236621875,1.000000000000001
BDI,2001,BI,Burundi,45.8421222962269,263.631479595934,SSF,0.418297438077955,0.5313901193903808,263.63147959593437,0.9999999999999987
BDI,2002,BI,Burundi,45.2160655760269,255.971330803591,SSF,0.41258483340274127,0.5159499019036443,255.97133080359112,0.9999999999999996
BDI,2003,BI,Burundi,50.0304301362971,276.939009026404,SSF,0.45651465734328944,0.5582135080983104,276.93900902640416,0.9999999999999993
