iso3c,date,iso2c,country,FP.CPI.TOTL,PA.NUS.PRVT.PP,region_iso3c,ratio,multiplier,PPP,check
BDI,2004,BI,Burundi,54.1211329223104,291.771322602152,SSF,0.49384125588666783,0.5881103356468741,291.7713226021522,0.9999999999999992
BDI,2005,BI,Burundi,61.2933032980337,319.594045383328,SSF,0.5592854444047589,0.6441913469248697,319.5940453833276,1.0000000000000013
BDI,2006,BI,Burundi,62.9760619067517,318.106312411724,SSF,0.574640178864518,0.6411925904690284,318.10631241172433,0.9999999999999989
BDI,2007,BI,Burundi,68.2736478196677,335.300587768604,SSF,0.6229792719163467,0.6758503181756255,335.30058776860363,1.000000000000001
BDI,2008,BI,Burundi,84.9371636130896,401.71499642714,SSF,0.7750295177736076,0.8097188554246404,401.71499642714014,0.9999999999999997
BDI,2009,BI,Burundi,93.9026511592399,445.702442281499,SSF,0.8568372588603058,0.8983823721641865,445.7024422814986,1.0000000000000009
BDI,2010,BI,Burundi,100,466.984340985998,SSF,0.9124739805346743,0.9412793384550527,466.9843409859981,0.9999999999999999
BDI,2011,BI,Burundi,109.592166059797,496.116638183594,SSF,1,1,496.116638183594,1
BEN,1992,BJ,Benin,38.9035110866788,136.878173315041,SSF,0.3787916782805106,0.6072342400714057,136.87817331504135,0.9999999999999976
BEN,1993,BJ,Benin,39.0749196511076,133.539625804147,SSF,0.38046063144124137,0.592423402728814,133.5396258041471,0.9999999999999991
BEN,1994,BJ,Benin,54.1308246466815,180.292576670779,SSF,0.5270554081594329,0.7998340650938947,180.29257667077908,0.9999999999999996
BEN,1995,BJ,Benin,61.9595212620572,200.735990505798,SSF,0.6032810507005383,0.8905274208271035,200.73599050579782,1.0000000000000009
BEN,1996,BJ,Benin,65.0043606701871,204.603297836959,SSF,0.6329277277557384,0.9076840015403409,204.6032978369586,1.000000000000002
BEN,1997,BJ,Benin,67.2576041625903,206.859714834669,SSF,0.6548668756686449,0.9176941706396541,206.85971483466867,1.0000000000000016
BEN,1998,BJ,Benin,71.1271457118404,215.417129894559,SSF,0.692543427133392,0.9556575310865237,215.41712989455883,1.0000000000000009
BEN,1999,BJ,Benin,71.3595343803007,211.4934135656,SSF,0.6948061250565518,0.938250702477061,211.4934135655997,1.0000000000000016
BEN,2000,BJ,Benin,74.3319475815406,213.106661764563,SSF,0.7237476101202571,0.9454075743173168,213.10666176456306,0.9999999999999998
BEN,2001,BJ,Benin,77.2935520075026,215.506867989612,SSF,0.7525838534200878,0.9560556372464418,215.50686798961198,1.0000000000000002
BEN,2002,BJ,Benin,79.2175140068503,217.422789613367,SSF,0.7713168873885922,0.9645552627386625,217.4227896133668,1.0000000000000009
BEN,2003,BJ,Benin,80.3956705120688,215.758471446469,SSF,0.7827882396502042,0.9571718286027657,215.75847144646858,1.000000000000002
BEN,2004,BJ,Benin,81.098240905089,211.969051714755,SSF,0.789628954301624,0.9403607815572853,211.96905171475515,0.9999999999999993
BEN,2005,BJ,Benin,85.4487729541759,216.011453918456,SSF,0.8319887642584959,0.9582941377000332,216.01145391845625,0.9999999999999988
BEN,2006,BJ,Benin,88.6805967620689,217.175431355212,SSF,0.8634560516550283,0.9634579044069559,217.17543135521194,1.0000000000000002
BEN,2007,BJ,Benin,89.8317313290944,213.892853841643,SSF,0.8746642995069709,0.948895367417658,213.8928538416425,1.0000000000000022
BEN,2008,BJ,Benin,96.9709273997077,222.355121822667,SSF,0.9441764845417872,0.9864366257665018,222.35512182266666,1.0000000000000016
BEN,2009,BJ,Benin,97.8398570732499,225.148090229367,SSF,0.9526369890092488,0.9988271041525836,225.1480902293674,0.9999999999999982
BEN,2010,BJ,Benin,100,226.405835245701,SSF,0.9736696449750909,1.004406853068719,226.40583524570144,0.9999999999999981
BEN,2011,BJ,Benin,102.704239077473,225.412475585938,SSF,1,1,225.412475585938,1
BFA,1990,BF,Burkina Faso,49.1647074300655,183.740529101844,SSF,0.47844315675755517,0.8236796095037721,183.7405291018445,0.9999999999999973
BFA,1991,BF,Burkina Faso,50.2279436521121,180.087463566085,SSF,0.4887899709876317,0.8073034969025173,180.08746356608518,0.999999999999999
BFA,1992,BF,Burkina Faso,49.2278370807498,171.312918216291,SSF,0.47905749885246873,0.7679686037103588,171.31291821629083,1.0000000000000009
BFA,1993,BF,Burkina Faso,49.5002913626491,167.322279643901,SSF,0.4817088699989245,0.7500792048006901,167.3222796439013,0.9999999999999981
BFA,1994,BF,Burkina Faso,61.9634134529494,204.12795881025,SSF,0.6029929330520818,0.9150732188674261,204.12795881025005,0.9999999999999997
BFA,1995,BF,Burkina Faso,66.5851684056576,213.367687695652,SSF,0.6479692411584398,0.9564934559672652,213.36768769565163,1.0000000000000018
BFA,1996,BF,Burkina Faso,70.6454017285973,219.931782286037,SSF,0.6874811379995374,0.9859192494782748,219.93178228603708,0.9999999999999997
BFA,1997,BF,Burkina Faso,72.2834500331878,219.890951255636,SSF,0.7034216986727486,0.9857362104539449,219.89095125563568,1.0000000000000013
BFA,1998,BF,Burkina Faso,75.9585816558613,227.538901613794,SSF,0.7391860033328054,1.0200207572292517,227.53890161379366,1.0000000000000016
BFA,1999,BF,Burkina Faso,75.1438395576924,220.278534111548,SSF,0.7312573935277805,0.987473682839427,220.27853411154814,0.9999999999999993
BFA,2000,BF,Burkina Faso,74.9152428538897,212.434800014724,SSF,0.7290328195537095,0.9523114686588939,212.434800014724,1
BFA,2001,BF,Burkina Faso,78.6665733778311,216.941200544497,SSF,0.7655386488717933,0.9725129465079841,216.941200544497,1
BFA,2002,BF,Burkina Faso,80.378117929379,218.20045081905,SSF,0.7821944334981655,0.9781579654892709,218.20045081905033,0.9999999999999984
BFA,2003,BF,Burkina Faso,82.0134635796595,217.697932611783,SSF,0.7981086934665157,0.9759052561781928,217.69793261178341,0.999999999999998
BFA,2004,BF,Burkina Faso,81.6852221588147,211.173040865588,SSF,0.794914433401184,0.9466552027913226,211.1730408655879,1.0000000000000004
BFA,2005,BF,Burkina Faso,86.9253619844447,217.345880780263,SSF,0.8459085137298761,0.9743270637318713,217.3458807802632,0.9999999999999991
BFA,2006,BF,Burkina Faso,88.9534250489503,215.465983939718,SSF,0.8656444777049629,0.9658997847689943,215.46598393971774,1.000000000000001
BFA,2007,BF,Burkina Faso,88.7482741609223,209.006781601797,SSF,0.8636480651641307,0.9369442065663455,209.00678160179686,1.0000000000000007
BFA,2008,BF,Burkina Faso,98.2086608259859,222.735444988022,SSF,0.9557112034756624,0.9984876240815244,222.73544498802204,0.9999999999999999
BFA,2009,BF,Burkina Faso,100.770116199365,229.360260729349,SSF,0.98063784005692,1.0281856208682114,229.36026072934914,0.9999999999999993
BFA,2010,BF,Burkina Faso,100,223.93479126436,SSF,0.973143504287335,1.0038641029530224,223.93479126436011,0.9999999999999994
BFA,2011,BF,Burkina Faso,102.759767248545,223.072814941406,SSF,1,1,223.072814941406,1
BGD,1990,BD,Bangladesh,32.2492201402459,12.3265676497413,SAS,0.28950287111028095,0.49840322399505516,12.326567649741284,1.0000000000000013
BGD,1991,BD,Bangladesh,34.299420491319,12.5775574149348,SAS,0.3079076227726708,0.5085515565817701,12.57755741493481,0.9999999999999991
BGD,1992,BD,Bangladesh,35.5458878143966,12.6514460386094,SAS,0.3190972226205684,0.5115391139701989,12.65144603860936,1.0000000000000033
BGD,1993,BD,Bangladesh,36.6175318517239,12.6592077980763,SAS,0.3287174250398912,0.511852947151674,12.659207798076276,1.000000000000002
BGD,1994,BD,Bangladesh,38.5632923178032,12.9930977614319,SAS,0.34618461460209254,0.5253532043947766,12.993097761431862,1.0000000000000029
BGD,1995,BD,Bangladesh,42.5344675825385,13.940026273543,SAS,0.3818340546760946,0.5636406041592155,13.940026273543024,0.9999999999999982
BGD,1996,BD,Bangladesh,43.545566759,13.8649875863639,SAS,0.3909107428344401,0.5606065459625533,13.864987586363947,0.9999999999999967
BGD,1997,BD,Bangladesh,45.8559208091063,14.2670882283938,SAS,0.4116509073369712,0.5768647828093995,14.26708822839381,0.9999999999999992
BGD,1998,BD,Bangladesh,49.708844392463,15.2294395241654,SAS,0.44623879612000117,0.6157757758820276,15.229439524165372,1.0000000000000018
BGD,1999,BD,Bangladesh,52.7444123541293,15.8134524427128,SAS,0.47348924237981815,0.6393893177640556,15.813452442712835,0.9999999999999978
BGD,2000,BD,Bangladesh,53.9091441150379,15.6346927298704,SAS,0.48394509797539476,0.6321614811324244,15.63469272987044,0.9999999999999973
BGD,2001,BD,Bangladesh,54.9911943003265,15.5101643905169,SAS,0.4936587169083229,0.6271263953262087,15.51016439051687,1.000000000000002
BGD,2002,BD,Bangladesh,56.8238115576626,15.7768252518494,SAS,0.5101102141953208,0.6379083613022942,15.776825251849392,1.0000000000000007
BGD,2003,BD,Bangladesh,60.0449873584211,16.3011165380149,SAS,0.5390268713614507,0.6591071633340078,16.30111653801487,1.0000000000000018
BGD,2004,BD,Bangladesh,64.6009226216381,17.0806794683496,SAS,0.5799257313511806,0.6906274282468455,17.0806794683496,1
BGD,2005,BD,Bangladesh,69.1531029680564,17.6843059961643,SAS,0.6207908832639624,0.7150340121476058,17.68430599616434,0.9999999999999978
BGD,2006,BD,Bangladesh,73.8314909913831,18.2906493590257,SAS,0.6627890078397186,0.7395504465261942,18.290649359025718,0.999999999999999
BGD,2007,BD,Bangladesh,80.5553137783967,19.4028755553083,SAS,0.7231491031602227,0.7845213693159322,19.402875555308302,0.9999999999999998
BGD,2008,BD,Bangladesh,87.7263034206632,20.3488943806855,SAS,0.7875234378297125,0.8227719874868328,20.348894380685536,0.9999999999999982
BGD,2009,BD,Bangladesh,92.484115240665,21.5290568009685,SAS,0.8302345538226852,0.8704897927851445,21.529056800968473,1.0000000000000013
BGD,2010,BD,Bangladesh,100,22.9030338722383,SAS,0.8977050293039225,0.926044154832599,22.903033872238307,0.9999999999999997
BGD,2011,BD,Bangladesh,111.39516515524,24.7321186065674,SAS,1,1,24.7321186065674,1
BHR,1990,BH,Bahrain,78.4565164520158,0.242243364153392,MEA,0.7877277891009351,1.3561387775282085,0.24224336415339182,1.0000000000000009
BHR,1991,BH,Bahrain,79.0562535478963,0.23417777581906,MEA,0.7937493357862089,1.3109856021585016,0.2341777758190605,0.9999999999999979
BHR,1992,BH,Bahrain,78.919949662469,0.22690158128905,MEA,0.7923808024486474,1.2702516502111645,0.22690158128905022,0.999999999999999
BHR,1993,BH,Bahrain,80.9236167782519,0.22599179252342,MEA,0.8124982425108153,1.2651584257641577,0.2259917925234196,1.0000000000000018
BHR,1994,BH,Bahrain,81.5846906225748,0.222048167822173,MEA,0.8191356291979928,1.2430810309918834,0.22204816782217326,0.9999999999999988
BHR,1995,BH,Bahrain,83.7907690082171,0.221829187735605,MEA,0.8412853412664378,1.2418551258450492,0.22182918773560473,1.0000000000000013
BHR,1996,BH,Bahrain,83.4118442067292,0.214537483674324,MEA,0.8374808185880173,1.2010343476729755,0.21453748367432418,0.9999999999999991
BHR,1997,BH,Bahrain,85.440046021889,0.214734251737641,MEA,0.857844594650946,1.2021359043730957,0.21473425173764082,1.0000000000000007
BHR,1998,BH,Bahrain,85.1268793193387,0.210676884738571,MEA,0.854700303706409,1.1794217518458137,0.21067688473857085,1.0000000000000007
BHR,1999,BH,Bahrain,84.0307958604124,0.203511350806633,MEA,0.8436952854005276,1.1393073055295815,0.20351135080663327,0.9999999999999987
BHR,2000,BH,Bahrain,83.4385023142846,0.195475951169498,MEA,0.8377484742662945,1.0943231340170234,0.195475951169498,1
BHR,2001,BH,Bahrain,82.4309224886878,0.187807672505003,MEA,0.8276320599230002,1.0513941972836764,0.18780767250500285,1.0000000000000007
BHR,2002,BH,Bahrain,82.0224441810135,0.18395935652961,MEA,0.8235308108649086,1.0298503645324624,0.18395935652960957,1.0000000000000024
BHR,2003,BH,Bahrain,83.3295747655714,0.182742550292847,MEA,0.8366548078508027,1.0230383796998572,0.1827425502928468,1.000000000000001
BHR,2004,BH,Bahrain,85.2902706424084,0.182165376698538,MEA,0.8563408033296455,1.0198072179491795,0.1821653766985377,1.0000000000000018
BHR,2005,BH,Bahrain,87.49605350385,0.180744351935154,MEA,0.8784875482433433,1.0118519668644366,0.18074435193515356,1.0000000000000024
BHR,2006,BH,Bahrain,89.2525102268498,0.1786108536558,MEA,0.8961229191931396,0.9999081113184509,0.17861085365579954,1.0000000000000027
BHR,2007,BH,Bahrain,92.1591669765712,0.179312417791602,MEA,0.9253066555948662,1.0038356423482873,0.17931241779160173,1.0000000000000016
BHR,2008,BH,Bahrain,95.4087021197468,0.178771752437569,MEA,0.9579329975444869,1.0008088628332634,0.17877175243756888,1.0000000000000007
BHR,2009,BH,Bahrain,98.0758646336922,0.184425056124388,MEA,0.9847121374463723,1.0324574670277809,0.18442505612438834,0.9999999999999982
BHR,2010,BH,Bahrain,100,0.185009034514364,MEA,1.004031054045984,1.0357267237219812,0.1850090345143637,1.0000000000000016
BHR,2011,BH,Bahrain,99.5985130111524,0.178627267479897,MEA,1,1,0.178627267479897,1
BHS,1990,BS,"Bahamas, The",62.5264231260044,1.17370725001571,LCN,0.6058833473390697,1.043078476287983,1.1737072500157144,0.9999999999999962
BHS,1991,BS,"Bahamas, The",66.9749787984559,1.20613346163503,LCN,0.6489900159584705,1.0718957843579635,1.2061334616350348,0.9999999999999961
BHS,1992,BS,"Bahamas, The",70.8181362695158,1.23785150813685,LCN,0.6862303536669699,1.1000837431658395,1.2378515081368533,0.9999999999999973
BHS,1993,BS,"Bahamas, The",72.7464416517276,1.23510099349008,LCN,0.7049157039757824,1.0976393494495005,1.235100993490084,0.9999999999999968
BHS,1994,BS,"Bahamas, The",73.7644075162908,1.22055882607144,LCN,0.7147798307667159,1.0847156652575873,1.220558826071442,0.9999999999999983
BHS,1995,BS,"Bahamas, The",75.2891140975746,1.21179186777551,LCN,0.7295542938015914,1.0769244332439138,1.211791867775508,1.0000000000000016
BHS,1996,BS,"Bahamas, The",76.3274544374358,1.19351964482625,LCN,0.7396158500099882,1.0606858333101998,1.1935196448262515,0.9999999999999987
BHS,1997,BS,"Bahamas, The",76.7427905733803,1.17260237873691,LCN,0.7436404724933471,1.0420965726233598,1.172602378736914,0.9999999999999966
BHS,1998,BS,"Bahamas, The",77.7685449697281,1.1701121327935,LCN,0.753580070444673,1.039883480777665,1.1701121327934962,1.0000000000000033
BHS,1999,BS,"Bahamas, The",78.743955592022,1.15941982281165,LCN,0.7630318353677129,1.0303811807759293,1.1594198228116515,0.9999999999999987
BHS,2000,BS,"Bahamas, The",80.0088429151256,1.13956252452404,LCN,0.7752886402033957,1.0127339178483434,1.1395625245240368,1.0000000000000027
BHS,2001,BS,"Bahamas, The",81.6450155718767,1.13090514698514,LCN,0.7911432136226887,1.005040070705626,1.1309051469851419,0.9999999999999984
BHS,2002,BS,"Bahamas, The",83.4196336072759,1.13744599834543,LCN,0.8083393278697673,1.0108529522997565,1.1374459983454286,1.000000000000001
BHS,2003,BS,"Bahamas, The",85.9431152817263,1.14584254071277,LCN,0.8327919584125968,1.0183149941492045,1.1458425407127735,0.9999999999999969
BHS,2004,BS,"Bahamas, The",86.7870027943044,1.1269233247071,LCN,0.8409692595492391,1.0015014088164973,1.1269233247071047,0.9999999999999959
BHS,2005,BS,"Bahamas, The",88.1683100949079,1.10729189515277,LCN,0.8543541782628361,0.9840548763642089,1.1072918951527748,0.9999999999999956
BHS,2006,BS,"Bahamas, The",90.2753795352439,1.09832296296685,LCN,0.8747717588913319,0.9760841493210716,1.0983229629668483,1.0000000000000016
BHS,2007,BS,"Bahamas, The",92.5255637392711,1.09447765604472,LCN,0.896576126860983,0.9726668091920594,1.0944776560447218,0.9999999999999983
BHS,2008,BS,"Bahamas, The",96.6795543958914,1.10133358563984,LCN,0.9368284496074218,0.9787597021136243,1.1013335856398367,1.000000000000003
BHS,2009,BS,"Bahamas, The",98.6737971456012,1.12806195822787,LCN,0.9561527354404031,1.0025133171248688,1.1280619582278666,1.0000000000000029
BHS,2010,BS,"Bahamas, The",100,1.12477659506522,LCN,0.9690036900369022,0.9995936013254683,1.1247765950652242,0.9999999999999962
BHS,2011,BS,"Bahamas, The",103.198781416603,1.1252338886261,LCN,1,1,1.1252338886261,1
BOL,1990,BO,Bolivia,26.3350446402851,1.19282735169145,LCN,0.23966121901249754,0.41259668259701726,1.1928273516914478,1.0000000000000018
BOL,1991,BO,Bolivia,31.9831400506552,1.38979648623392,LCN,0.29106152797865453,0.48072792671293063,1.3897964862339174,1.000000000000002
BOL,1992,BO,Bolivia,35.8404102387903,1.51162601371708,LCN,0.32616449013330745,0.522868525526863,1.5116260137170794,1.0000000000000004
BOL,1993,BO,Bolivia,38.8968363247954,1.59350093874712,LCN,0.3539793965289113,0.5511889043372333,1.593500938747116,1.0000000000000024
BOL,1994,BO,Bolivia,41.9595904151193,1.67529165580204,LCN,0.3818518907224352,0.5794801557712634,1.6752916558020354,1.0000000000000029
BOL,1995,BO,Bolivia,46.2366182230716,1.79568120411877,LCN,0.4207748434724823,0.621122668566098,1.7956812041187742,0.9999999999999977
BOL,1996,BO,Bolivia,51.9817430329974,1.96131323589418,LCN,0.4730581653400869,0.678414469215564,1.9613132358941818,0.9999999999999991
BOL,1997,BO,Bolivia,54.4292744812108,2.00674900869385,LCN,0.4953318458468952,0.694130615480816,2.0067490086938524,0.9999999999999989
BOL,1998,BO,Bolivia,58.6057573316525,2.12770355711789,LCN,0.533339792474428,0.7359685607241182,2.1277035571178944,0.9999999999999979
BOL,1999,BO,Bolivia,59.8713581954228,2.12710991805958,LCN,0.5448573520585296,0.7357632221176778,2.1271099180595803,0.9999999999999998
BOL,2000,BO,Bolivia,62.6303680784418,2.15244697307143,LCN,0.5699656319518688,0.7445272606265576,2.1524469730714344,0.9999999999999979
BOL,2001,BO,Bolivia,63.6259740912744,2.12656311513139,LCN,0.5790261121580285,0.735574084038404,2.1265631151313937,0.9999999999999983
BOL,2002,BO,Bolivia,64.2165878277004,2.1127935515523,LCN,0.5844009732972746,0.7308112185277428,2.1127935515522958,1.000000000000002
BOL,2003,BO,Bolivia,66.359671957018,2.13484037836199,LCN,0.6039040408596856,0.7384371734411428,2.1348403783619863,1.0000000000000016
BOL,2004,BO,Bolivia,69.3043033000567,2.17143687077215,LCN,0.6307015628253604,0.7510958296512878,2.1714368707721485,1.0000000000000007
BOL,2005,BO,Bolivia,73.0420445177246,2.21345069992986,LCN,0.6647167554637371,0.7656283322042244,2.2134506999298575,1.000000000000001
BOL,2006,BO,Bolivia,76.1699941455488,2.23610396140025,LCN,0.6931825595302806,0.7734640516982761,2.23610396140025,1
BOL,2007,BO,Bolivia,82.8010561907834,2.36335174938982,LCN,0.7535283244536252,0.8174788163814114,2.3633517493898233,0.9999999999999987
BOL,2008,BO,Bolivia,94.3988434471964,2.59476627692737,LCN,0.8590736109600945,0.8975246555645553,2.594766276927373,0.9999999999999988
